trapped.pig.uniq.id,pot.helper.uniq.id,trial,uniq.group,Test_subj.opens.testbox,Test_subj.opens.emptybox.to20,Sep_rate.open.anybox,daily.test.order.within.group,group.test.order,test.day,related,trapped.before,pothelper.sex,famil.rate.open.anybox,dur.look.testwindow.s,rate.look.testwindow.s.per.min,prop.look.test.window,dur.look.emptywindow.s,rate.look.emptywindow.s.per.min,prop.look.emptywindow,lat.helped.min,trapped.pig.sow,trapped.pig.sex,pothelper.sow,location.test.box,date,Sep_numtimes.open.testbox,Sep_numtimes.open.emptybox,Sep_rate.open.testbox_permin,Sep_rate.open.emptybox_permin,famil.rate.curio.min
DG2_F_3,DG2_F_6,DG2_F3_070920,DG2_F,0,0,0,1,1,1,n,n,Female,0.008333334,21.64,1.082,0.018033333,0,0,0,20,6232,f,6235,side,07.09.20,0,0,0,0,0.383333334
DG2_F_3,DG2_F_7,DG2_F3_070920,DG2_F,0,0,0,1,1,1,n,n,Male,0.066666667,71.92,3.596,0.059933333,6.88,0.344,0.005733333,20,6232,f,5952,side,07.09.20,0,0,0,0,0.441666667
DG2_F_3,DG2_F_8,DG2_F3_070920,DG2_F,0,0,0,1,1,1,n,n,Male,0,0,0,0,7.88,0.394,0.006566667,20,6232,f,5952,side,07.09.20,0,0,0,0,0.516666667
DG2_F_3,DG2_F_9,DG2_F3_070920,DG2_F,0,0,0,1,1,1,n,n,Female,0,1.56,0.078,0.0013,0,0,0,20,6232,f,5952,side,07.09.20,0,0,0,0,0.3
DG2_F_4,DG2_F_2,DG2_F4_090920,DG2_F,1,1,0,2,6,3,n,y,Female,0.183333334,12.2,3.307876542,0.055131276,0,0,0,3.688166667,6235,m,6232,side,09.09.20,0,0,0,0,0.416666667
DG2_F_4,DG2_F_3,DG2_F4_090920,DG2_F,0,0,0,2,6,3,n,y,Female,0.041666667,12.48,3.38379502,0.056396584,0,0,0,3.688166667,6235,m,6232,side,09.09.20,0,0,0,0,0.55
DG2_F_4,DG2_F_5,DG2_F4_090920,DG2_F,0,0,0,2,6,3,y,n,Male,0.016666667,0,0,0,0,0,0,3.688166667,6235,m,6235,side,09.09.20,0,0,0,0,0.433333334
DG2_F_4,DG2_F_6,DG2_F4_090920,DG2_F,0,0,0,2,6,3,y,y,Female,0.008333334,25.4,6.886890505,0.114781508,0,0,0,3.688166667,6235,m,6235,side,09.09.20,0,0,0,0,0.383333334
DG2_F_4,DG2_F_7,DG2_F4_090920,DG2_F,0,0,0,2,6,3,n,y,Male,0.066666667,2.48,0.672420805,0.011207013,0,0,0,3.688166667,6235,m,5952,side,09.09.20,0,0,0,0,0.441666667
DG2_F_4,DG2_F_8,DG2_F4_090920,DG2_F,0,0,0,2,6,3,n,n,Male,0,64.4,17.46124994,0.291020832,0,0,0,3.688166667,6235,m,5952,side,09.09.20,0,0,0,0,0.516666667
DG2_F_4,DG2_F_9,DG2_F4_090920,DG2_F,0,0,0,2,6,3,n,y,Female,0,13.24,3.58985946,0.059830991,0,0,0,3.688166667,6235,m,5952,side,09.09.20,0,0,0,0,0.3
DG2_F_5,DG2_F_2,DG2_F5_100920,DG2_F,1,0,0,1,7,4,n,y,Female,0.183333334,8.28,6.808277372,0.11347129,0,0,0,1.216166667,6235,m,6232,side,10.09.20,0,0,0,0,0.416666667
DG2_F_5,DG2_F_3,DG2_F5_100920,DG2_F,0,0,0,1,7,4,n,y,Female,0.041666667,7.76,6.380704397,0.106345073,0,0,0,1.216166667,6235,m,6232,side,10.09.20,0,0,0,0,0.55
DG2_F_5,DG2_F_4,DG2_F5_100920,DG2_F,0,0,0.16422159,1,7,4,y,y,Male,0.041666667,0,0,0,0,0,0,1.216166667,6235,m,6235,side,10.09.20,0,1,0,0.16422159,0.675
DG2_F_5,DG2_F_6,DG2_F5_100920,DG2_F,0,0,0,1,7,4,y,y,Female,0.008333334,38.12,31.3443881,0.522406468,0,0,0,1.216166667,6235,m,6235,side,10.09.20,0,0,0,0,0.383333334
DG2_F_5,DG2_F_7,DG2_F5_100920,DG2_F,0,0,0,1,7,4,n,y,Male,0.066666667,1.52,1.249828696,0.020830478,0,0,0,1.216166667,6235,m,5952,side,10.09.20,0,0,0,0,0.441666667
DG2_F_5,DG2_F_8,DG2_F5_100920,DG2_F,0,0,0,1,7,4,n,n,Male,0,15.28,12.56406742,0.209401124,0,0,0,1.216166667,6235,m,5952,side,10.09.20,0,0,0,0,0.516666667
DG2_F_5,DG2_F_9,DG2_F5_100920,DG2_F,0,0,0,1,7,4,n,y,Female,0,0,0,0,0,0,0,1.216166667,6235,m,5952,side,10.09.20,0,0,0,0,0.3
DG2_F_6,DG2_F_2,DG2_F6_070920,DG2_F,0,0,0,2,2,1,n,n,Female,0.183333334,3.64,0.182,0.003033333,0,0,0,20,6235,f,6232,front,07.09.20,0,0,0,0,0.416666667
DG2_F_6,DG2_F_3,DG2_F6_070920,DG2_F,0,0,0,2,2,1,n,y,Female,0.041666667,7.48,0.374,0.006233333,1.04,0.052,8.67E-04,20,6235,f,6232,front,07.09.20,0,0,0,0,0.55
DG2_F_6,DG2_F_4,DG2_F6_070920,DG2_F,0,0,0,2,2,1,y,n,Male,0.041666667,63.64,3.182,0.053033333,0,0,0,20,6235,f,6235,front,07.09.20,0,0,0,0,0.675
DG2_F_6,DG2_F_5,DG2_F6_070920,DG2_F,0,0,0,2,2,1,y,n,Male,0.016666667,3.88,0.194,0.003233333,0.6,0.03,5.00E-04,20,6235,f,6235,front,07.09.20,0,0,0,0,0.433333334
DG2_F_6,DG2_F_7,DG2_F6_070920,DG2_F,0,0,0,2,2,1,n,n,Male,0.066666667,74.2,3.71,0.061833333,0,0,0,20,6235,f,5952,front,07.09.20,0,0,0,0,0.441666667
DG2_F_6,DG2_F_8,DG2_F6_070920,DG2_F,0,0,0,2,2,1,n,n,Male,0,70.44,3.522,0.0587,0,0,0,20,6235,f,5952,front,07.09.20,0,0,0,0,0.516666667
DG2_F_6,DG2_F_9,DG2_F6_070920,DG2_F,0,0,0,2,2,1,n,n,Female,0,23.24,1.162,0.019366667,0,0,0,20,6235,f,5952,front,07.09.20,0,0,0,0,0.3
DG2_F_7,DG2_F_2,DG2_F7_080920,DG2_F,0,0,0,2,4,2,n,y,Female,0.183333334,11.72,0.586,0.009766667,3.24,0.162,0.0027,20,5952,m,6232,side,08.09.20,0,0,0,0,0.416666667
DG2_F_7,DG2_F_3,DG2_F7_080920,DG2_F,0,1,0,2,4,2,n,y,Female,0.041666667,62.4,3.12,0.052,9.8,0.49,0.008166667,20,5952,m,6232,side,08.09.20,0,0,0,0,0.55
DG2_F_7,DG2_F_4,DG2_F7_080920,DG2_F,0,0,0,2,4,2,n,n,Male,0.041666667,20.72,1.036,0.017266667,0,0,0,20,5952,m,6235,side,08.09.20,0,0,0,0,0.675
DG2_F_7,DG2_F_5,DG2_F7_080920,DG2_F,0,0,0,2,4,2,n,n,Male,0.016666667,0,0,0,0,0,0,20,5952,m,6235,side,08.09.20,0,0,0,0,0.433333334
DG2_F_7,DG2_F_6,DG2_F7_080920,DG2_F,0,0,0,2,4,2,n,y,Female,0.008333334,66.2,3.31,0.055166667,14.76,0.738,0.0123,20,5952,m,6235,side,08.09.20,0,0,0,0,0.383333334
DG2_F_7,DG2_F_8,DG2_F7_080920,DG2_F,0,0,0,2,4,2,y,n,Male,0,6.48,0.324,0.0054,1,0.05,8.33E-04,20,5952,m,5952,side,08.09.20,0,0,0,0,0.516666667
DG2_F_7,DG2_F_9,DG2_F7_080920,DG2_F,0,0,0,2,4,2,y,n,Female,0,50.92,2.546,0.042433333,0,0,0,20,5952,m,5952,side,08.09.20,0,0,0,0,0.3
DG2_F_8,DG2_F_2,DG2_F8_100920,DG2_F,1,0,0,2,8,4,n,y,Female,0.183333334,10.52,6.579797771,0.109663296,0,0,0,1.598833333,5952,m,6232,front,10.09.20,0,0,0,0,0.416666667
DG2_F_8,DG2_F_3,DG2_F8_100920,DG2_F,0,1,0,2,8,4,n,y,Female,0.041666667,11.04,6.905034923,0.115083915,1.36,0.850620244,0.014177004,1.598833333,5952,m,6232,front,10.09.20,0,0,0,0,0.55
DG2_F_8,DG2_F_4,DG2_F8_100920,DG2_F,0,0,0,2,8,4,n,y,Male,0.041666667,4.68,2.927134369,0.048785573,0,0,0,1.598833333,5952,m,6235,front,10.09.20,0,0,0,0,0.675
DG2_F_8,DG2_F_5,DG2_F8_100920,DG2_F,0,0,0,2,8,4,n,y,Male,0.016666667,2.44,1.526112791,0.025435213,0,0,0,1.598833333,5952,m,6235,front,10.09.20,0,0,0,0,0.433333334
DG2_F_8,DG2_F_6,DG2_F8_100920,DG2_F,0,0,0,2,8,4,n,y,Female,0.008333334,0,0,0,0,0,0,1.598833333,5952,m,6235,front,10.09.20,0,0,0,0,0.383333334
DG2_F_8,DG2_F_7,DG2_F8_100920,DG2_F,0,0,0,2,8,4,y,y,Male,0.066666667,7.88,4.928593767,0.082143229,0,0,0,1.598833333,5952,m,5952,front,10.09.20,0,0,0,0,0.441666667
DG2_F_8,DG2_F_9,DG2_F8_100920,DG2_F,0,0,0,2,8,4,y,y,Female,0,5.96,3.727718129,0.062128635,2.2,1.376003336,0.022933389,1.598833333,5952,m,5952,front,10.09.20,0,0,0,0,0.3
DG2_F_9,DG2_F_2,DG2_F9_090920,DG2_F,1,0,0.173120203,1,5,3,n,y,Female,0.183333334,14.12,3.646537253,0.060775621,0,0,0,3.872166667,5952,f,6232,front,09.09.20,0,1,0,0.173120203,0.416666667
DG2_F_9,DG2_F_3,DG2_F9_090920,DG2_F,0,0,0,1,5,3,n,y,Female,0.041666667,12.32,3.181681229,0.05302802,2.8,0.72310937,0.012051823,3.872166667,5952,f,6232,front,09.09.20,0,0,0,0,0.55
DG2_F_9,DG2_F_4,DG2_F9_090920,DG2_F,0,0,0,1,5,3,n,n,Male,0.041666667,22.36,5.774544828,0.096242414,0,0,0,3.872166667,5952,f,6235,front,09.09.20,0,0,0,0,0.675
DG2_F_9,DG2_F_5,DG2_F9_090920,DG2_F,0,0,0,1,5,3,n,n,Male,0.016666667,0,0,0,0,0,0,3.872166667,5952,f,6235,front,09.09.20,0,0,0,0,0.433333334
DG2_F_9,DG2_F_6,DG2_F9_090920,DG2_F,0,0,0,1,5,3,n,y,Female,0.008333334,14.12,3.646537253,0.060775621,0,0,0,3.872166667,5952,f,6235,front,09.09.20,0,0,0,0,0.383333334
DG2_F_9,DG2_F_7,DG2_F9_090920,DG2_F,0,0,0,1,5,3,y,y,Male,0.066666667,15.2,3.925450867,0.065424181,0,0,0,3.872166667,5952,f,5952,front,09.09.20,0,0,0,0,0.441666667
DG2_F_9,DG2_F_8,DG2_F9_090920,DG2_F,0,0,0,1,5,3,y,n,Male,0,131.2,33.88283906,0.564713984,0,0,0,3.872166667,5952,f,5952,front,09.09.20,0,0,0,0,0.516666667
DG2_W_1,DG2_W_2,DG2_W1_070920,DG2_W,0,0,0,1,1,1,y,n,Female,0.091666667,14.72,2.844169645,0.047402827,38.84,7.504588929,0.125076482,5.1755,6142,m,6142,side,07.09.20,0,0,0,0,0.316666667
DG2_W_1,DG2_W_3,DG2_W1_070920,DG2_W,0,1,0,1,1,1,y,n,Female,0.033333333,30.24,5.842913728,0.097381895,27.36,5.286445754,0.088107429,5.1755,6142,m,6142,side,07.09.20,0,0,0,0,0.216666667
DG2_W_1,DG2_W_4,DG2_W1_070920,DG2_W,0,0,0,1,1,1,n,n,Male,0.175,0,0,0,0,0,0,5.1755,6142,m,5931,side,07.09.20,0,0,0,0,0.291666667
DG2_W_1,DG2_W_5,DG2_W1_070920,DG2_W,0,0,0,1,1,1,n,n,Male,0.125,67.6,13.06153995,0.217692332,0,0,0,5.1755,6142,m,5931,side,07.09.20,0,0,0,0,0.266666667
DG2_W_1,DG2_W_8,DG2_W1_070920,DG2_W,1,0,0,1,1,1,n,n,Female,0.041666667,105.08,20.30335233,0.338389206,5.68,1.097478504,0.018291308,5.1755,6142,m,5764,side,07.09.20,0,0,0,0,0.175
DG2_W_1,DG2_W_9,DG2_W1_070920,DG2_W,0,0,0.351390922,1,1,1,n,n,Female,0.083333333,3.4,0.656941358,0.010949023,0,0,0,5.1755,6142,m,5764,side,07.09.20,2,2,0.175695461,0.175695461,0.308333334
DG2_W_2,DG2_W_1,DG2_W2_090920,DG2_W,0,0,0,1,5,3,y,y,Male,0.033333333,7.16,34.06819979,0.56780333,0,0,0,0.210166667,6142,f,6142,front,09.09.20,0,0,0,0,0.183333334
DG2_W_2,DG2_W_3,DG2_W2_090920,DG2_W,0,0,0,1,5,3,y,n,Female,0.033333333,0,0,0,0,0,0,0.210166667,6142,f,6142,front,09.09.20,0,0,0,0,0.216666667
DG2_W_2,DG2_W_4,DG2_W2_090920,DG2_W,0,0,0.10306445,1,5,3,n,y,Male,0.175,0,0,0,0,0,0,0.210166667,6142,f,5931,front,09.09.20,0,1,0,0.10306445,0.291666667
DG2_W_2,DG2_W_5,DG2_W2_090920,DG2_W,0,0,0,1,5,3,n,y,Male,0.125,0,0,0,0,0,0,0.210166667,6142,f,5931,front,09.09.20,0,0,0,0,0.266666667
DG2_W_2,DG2_W_8,DG2_W2_090920,DG2_W,0,1,0.10306445,1,5,3,n,n,Female,0.041666667,7.04,33.49722437,0.558287073,0,0,0,0.210166667,6142,f,5764,front,09.09.20,0,1,0,0.10306445,0.175
DG2_W_2,DG2_W_9,DG2_W2_090920,DG2_W,1,0,0.2061289,1,5,3,n,y,Female,0.083333333,5.44,25.88421883,0.431403647,0,0,0,0.210166667,6142,f,5764,front,09.09.20,1,1,0.10306445,0.10306445,0.308333334
DG2_W_3,DG2_W_1,DG2_W3_100920,DG2_W,0,0,0,1,7,4,y,y,Male,0.033333333,0,0,0,0,0,0,0.210166667,6142,f,6142,side,10.09.20,0,0,0,0,0.183333334
DG2_W_3,DG2_W_2,DG2_W3_100920,DG2_W,0,0,0,1,7,4,y,y,Female,0.091666667,9.8,31.12758076,0.518793013,0,0,0,0.314833333,6142,f,6142,side,10.09.20,0,0,0,0,0.316666667
DG2_W_3,DG2_W_4,DG2_W3_100920,DG2_W,0,0,0,1,7,4,n,y,Male,0.175,0,0,0,0,0,0,0.314833333,6142,f,5931,side,10.09.20,0,0,0,0,0.291666667
DG2_W_3,DG2_W_5,DG2_W3_100920,DG2_W,0,0,0,1,7,4,n,y,Male,0.125,0,0,0,0,0,0,0.314833333,6142,f,5931,side,10.09.20,0,0,0,0,0.266666667
DG2_W_3,DG2_W_8,DG2_W3_100920,DG2_W,0,0,0.166389351,1,7,4,n,y,Female,0.041666667,9.64,30.61937536,0.510322923,0,0,0,0.314833333,6142,f,5764,side,10.09.20,0,1,0,0.166389351,0.175
DG2_W_3,DG2_W_9,DG2_W3_100920,DG2_W,1,0,0,1,7,4,n,y,Female,0.083333333,7.6,24.13975651,0.402329275,0,0,0,0.314833333,6142,f,5764,side,10.09.20,0,0,0,0,0.308333334
DG2_W_4,DG2_W_1,DG2_W4_070920,DG2_W,0,0,0.132251807,2,2,1,n,y,Male,0.033333333,0,0,0,0,0,0,0.9475,5931,m,6142,front,07.09.20,0,1,0,0.132251807,0.183333334
DG2_W_4,DG2_W_2,DG2_W4_070920,DG2_W,0,0,0,2,2,1,n,n,Female,0.091666667,0,0,0,0,0,0,0.9475,5931,m,6142,front,07.09.20,0,0,0,0,0.316666667
DG2_W_4,DG2_W_3,DG2_W4_070920,DG2_W,0,1,0.132251807,2,2,1,n,n,Female,0.033333333,21.12,22.29023747,0.371503958,0,0,0,0.9475,5931,m,6142,front,07.09.20,0,1,0,0.132251807,0.216666667
DG2_W_4,DG2_W_5,DG2_W4_070920,DG2_W,0,0,0,2,2,1,y,n,Male,0.125,0,0,0,0,0,0,0.9475,5931,m,5931,front,07.09.20,0,0,0,0,0.266666667
DG2_W_4,DG2_W_8,DG2_W4_070920,DG2_W,0,0,0,2,2,1,n,n,Female,0.041666667,17.6,18.57519789,0.309586631,0,0,0,0.9475,5931,m,5764,front,07.09.20,0,0,0,0,0.175
DG2_W_4,DG2_W_9,DG2_W4_070920,DG2_W,1,0,0,2,2,1,n,n,Female,0.083333333,34.4,36.3060686,0.605101143,0,0,0,0.9475,5931,m,5764,front,07.09.20,0,0,0,0,0.308333334
DG2_W_5,DG2_W_1,DG2_W5_080920,DG2_W,0,0,0,2,4,2,n,y,Male,0.033333333,0,0,0,0,0,0,1.356833333,5931,m,6142,front,08.09.20,0,0,0,0,0.183333334
DG2_W_5,DG2_W_2,DG2_W5_080920,DG2_W,0,0,0,2,4,2,n,n,Female,0.091666667,11.76,8.667239899,0.144453998,0,0,0,1.356833333,5931,m,6142,front,08.09.20,0,0,0,0,0.316666667
DG2_W_5,DG2_W_3,DG2_W5_080920,DG2_W,0,0,0.169071235,2,4,2,n,n,Female,0.033333333,0,0,0,0,0,0,1.356833333,5931,m,6142,front,08.09.20,1,0,0.169071235,0,0.216666667
DG2_W_5,DG2_W_4,DG2_W5_080920,DG2_W,0,0,0,2,4,2,y,y,Male,0.175,8.6,6.338287681,0.105638128,0,0,0,1.356833333,5931,m,5931,front,08.09.20,0,0,0,0,0.291666667
DG2_W_5,DG2_W_8,DG2_W5_080920,DG2_W,1,1,0,2,4,2,n,n,Female,0.041666667,35.76,26.35548459,0.439258077,0,0,0,1.356833333,5931,m,5764,front,08.09.20,0,0,0,0,0.175
DG2_W_5,DG2_W_9,DG2_W5_080920,DG2_W,0,0,0,2,4,2,n,y,Female,0.083333333,0,0,0,0,0,0,1.356833333,5931,m,5764,front,08.09.20,0,0,0,0,0.308333334
DG2_W_8,DG2_W_1,DG2_W8_090920,DG2_W,0,0,0,2,6,3,n,y,Male,0.033333333,0,0,0,0,0,0,0.484166667,5764,f,6142,side,09.09.20,0,0,0,0,0.183333334
DG2_W_8,DG2_W_2,DG2_W8_090920,DG2_W,0,0,0,2,6,3,n,y,Female,0.091666667,12.68,26.18932873,0.436488812,0,0,0,0.484166667,5764,f,6142,side,09.09.20,0,0,0,0,0.316666667
DG2_W_8,DG2_W_3,DG2_W8_090920,DG2_W,0,1,0,2,6,3,n,n,Female,0.033333333,0,0,0,0,0,0,0.484166667,5764,f,6142,side,09.09.20,0,0,0,0,0.216666667
DG2_W_8,DG2_W_4,DG2_W8_090920,DG2_W,0,0,0,2,6,3,n,y,Male,0.175,0,0,0,0,0,0,0.484166667,5764,f,5931,side,09.09.20,0,0,0,0,0.291666667
DG2_W_8,DG2_W_5,DG2_W8_090920,DG2_W,0,0,0,2,6,3,n,y,Male,0.125,0,0,0,0,0,0,0.484166667,5764,f,5931,side,09.09.20,0,0,0,0,0.266666667
DG2_W_8,DG2_W_9,DG2_W8_090920,DG2_W,1,0,0,2,6,3,y,y,Female,0.083333333,1.12,2.31325301,0.038554217,0,0,0,0.484166667,5764,f,5764,side,09.09.20,0,0,0,0,0.308333334
DG2_W_9,DG2_W_1,DG2_W9_080920,DG2_W,0,0,0,1,3,2,n,y,Male,0.033333333,0,0,0,0,0,0,0.484166667,5764,f,6142,side,08.09.20,0,0,0,0,0.183333334
DG2_W_9,DG2_W_2,DG2_W9_080920,DG2_W,0,0,0,1,3,2,n,n,Female,0.091666667,3.08,10.71304348,0.178550725,0,0,0,0.2875,5764,f,6142,side,08.09.20,0,0,0,0,0.316666667
DG2_W_9,DG2_W_3,DG2_W9_080920,DG2_W,0,1,0,1,3,2,n,n,Female,0.033333333,9.2,32,0.533333333,0,0,0,0.2875,5764,f,6142,side,08.09.20,0,0,0,0,0.216666667
DG2_W_9,DG2_W_4,DG2_W9_080920,DG2_W,0,0,0,1,3,2,n,y,Male,0.175,3.3,11.47826087,0.191304348,0,0,0,0.2875,5764,f,5931,side,08.09.20,0,0,0,0,0.291666667
DG2_W_9,DG2_W_5,DG2_W9_080920,DG2_W,0,0,0,1,3,2,n,n,Male,0.125,16.42,57.11304348,0.951884058,0,0,0,0.2875,5764,f,5931,side,08.09.20,0,0,0,0,0.266666667
DG2_W_9,DG2_W_8,DG2_W9_080920,DG2_W,1,0,0,1,3,2,y,n,Female,0.041666667,14.24,49.53043478,0.825507246,0,0,0,0.2875,5764,f,5764,side,08.09.20,0,0,0,0,0.175
DG3_F_1,DG3_F_10,DG3_F1_231020,DG3_F,0,0,0,1,9,5,n,y,Female,0.043333333,0,0,0,0,0,0,0.488833333,6271,m,6369,front,23.10.20,0,0,0,0,0.263333333
DG3_F_1,DG3_F_2,DG3_F1_231020,DG3_F,0,0,0.173892882,1,9,5,y,y,Male,0.06,15.76,32.2400273,0.537333788,0,0,0,0.488833333,6271,m,6271,front,23.10.20,1,0,0.173892882,0,0.38
DG3_F_1,DG3_F_3,DG3_F1_231020,DG3_F,1,0,0,1,9,5,y,n,Female,0.046666667,11.12,22.74803957,0.379133993,0,0,0,0.488833333,6271,m,6271,front,23.10.20,0,0,0,0,0.326666667
DG3_F_1,DG3_F_4,DG3_F1_231020,DG3_F,0,0,0,1,9,5,y,y,Female,0.096666667,6.36,13.01056939,0.216842823,0,0,0,0.488833333,6271,m,6271,front,23.10.20,0,0,0,0,0.41
DG3_F_1,DG3_F_5,DG3_F1_231020,DG3_F,0,0,0,1,9,5,y,y,Female,0.143333333,0.88,1.80020457,0.030003409,0,0,0,0.488833333,6271,m,6271,front,23.10.20,0,0,0,0,0.446666667
DG3_F_1,DG3_F_6,DG3_F1_231020,DG3_F,0,0,0,1,9,5,n,y,Male,0.026666667,0,0,0,0,0,0,0.488833333,6271,m,6369,front,23.10.20,0,0,0,0,0.273333333
DG3_F_1,DG3_F_7,DG3_F1_231020,DG3_F,0,0,0,1,9,5,n,y,Male,0.02,0,0,0,0,0,0,0.488833333,6271,m,6369,front,23.10.20,0,0,0,0,0.386666667
DG3_F_1,DG3_F_8,DG3_F1_231020,DG3_F,0,0,0,1,9,5,n,y,Male,0.003333333,0,0,0,0,0,0,0.488833333,6271,m,6369,front,23.10.20,0,0,0,0,0.23
DG3_F_1,DG3_F_9,DG3_F1_231020,DG3_F,0,0,0,1,9,5,n,y,Female,0.03,0,0,0,0,0,0,0.488833333,6271,m,6369,front,23.10.20,0,0,0,0,0.29
DG3_F_10,DG3_F_1,DG3_F10_191020,DG3_F,0,0,0,2,2,1,n,n,Male,0.04,1.04,0.052,8.67E-04,0,0,0,20,6369,f,6271,side,19.10.20,0,0,0,0,0.39
DG3_F_10,DG3_F_2,DG3_F10_191020,DG3_F,0,0,0,2,2,1,n,n,Male,0.06,10.36,0.518,0.008633333,0,0,0,20,6369,f,6271,side,19.10.20,0,0,0,0,0.38
DG3_F_10,DG3_F_3,DG3_F10_191020,DG3_F,0,0,0,2,2,1,n,n,Female,0.046666667,0,0,0,41.4,2.07,0.0345,20,6369,f,6271,side,19.10.20,0,0,0,0,0.326666667
DG3_F_10,DG3_F_4,DG3_F10_191020,DG3_F,0,0,0,2,2,1,n,n,Female,0.096666667,0,0,0,0,0,0,20,6369,f,6271,side,19.10.20,0,0,0,0,0.41
DG3_F_10,DG3_F_5,DG3_F10_191020,DG3_F,0,0,0,2,2,1,n,n,Female,0.143333333,0,0,0,0,0,0,20,6369,f,6271,side,19.10.20,0,0,0,0,0.446666667
DG3_F_10,DG3_F_6,DG3_F10_191020,DG3_F,0,0,0,2,2,1,y,n,Male,0.026666667,6.6,0.33,0.0055,0,0,0,20,6369,f,6369,side,19.10.20,0,0,0,0,0.273333333
DG3_F_10,DG3_F_7,DG3_F10_191020,DG3_F,0,0,0,2,2,1,y,n,Male,0.02,15.12,0.756,0.0126,0,0,0,20,6369,f,6369,side,19.10.20,0,0,0,0,0.386666667
DG3_F_10,DG3_F_8,DG3_F10_191020,DG3_F,0,0,0,2,2,1,y,n,Male,0.003333333,0,0,0,0,0,0,20,6369,f,6369,side,19.10.20,0,0,0,0,0.23
DG3_F_10,DG3_F_9,DG3_F10_191020,DG3_F,0,0,0,2,2,1,y,y,Female,0.03,19.44,0.972,0.0162,0,0,0,20,6369,f,6369,side,19.10.20,0,0,0,0,0.29
DG3_F_2,DG3_F_1,DG3_F2_211020,DG3_F,0,0,0,2,6,3,y,n,Male,0.04,13.08,0.654,0.0109,0,0,0,20,6271,m,6271,side,21.10.20,0,0,0,0,0.39
DG3_F_2,DG3_F_10,DG3_F2_211020,DG3_F,0,0,0,2,6,3,n,y,Female,0.043333333,5.56,0.278,0.004633333,1.24,0.062,0.001033333,20,6271,m,6369,side,21.10.20,0,0,0,0,0.263333333
DG3_F_2,DG3_F_3,DG3_F2_211020,DG3_F,0,0,0,2,6,3,y,n,Female,0.046666667,73.64,3.682,0.061366667,240.32,12.016,0.200266667,20,6271,m,6271,side,21.10.20,0,0,0,0,0.326666667
DG3_F_2,DG3_F_4,DG3_F2_211020,DG3_F,0,0,0,2,6,3,y,n,Female,0.096666667,155.16,7.758,0.1293,0,0,0,20,6271,m,6271,side,21.10.20,0,0,0,0,0.41
